"","chm_max","chm_mea","chm_std","pen2_50","pen2_10","pen1_5","vegEven"
"168",30.21788025,8.834171295,7.343944556,0.672638436,0.837728195,0.96121024,0.657750905
"169",32.80258179,22.2663364,6.956667083,0.465047829,0.81025641,0.947526237,0.949405502
"170",34.12844849,23.46105204,5.703042247,0.459270753,0.77843524,0.915699923,0.927931151
"171",42.06240845,25.20837397,10.21131786,0.493736952,0.82070561,0.94916388,1.020772601
"172",34.68014526,25.65129036,5.042764187,0.517139698,0.925461741,0.979748603,0.995353539
"173",16.50796509,6.706390477,5.199638816,0.727345309,0.803705337,0.96351137,0.556898638
"174",26.40788269,15.82419199,4.925269763,0.599550562,0.884029158,0.970181818,0.66852629
"175",10.55215454,2.387209453,2.405412517,0.856945404,0.856945404,0.901162791,0.195758969
"176",31.67480469,22.13096541,5.426353893,0.525220176,0.909847434,0.985725019,0.863172435
"177",30.80917358,19.1523267,5.082570115,0.587320574,0.932868904,0.985943775,0.731369495
"178",32.83306885,20.66248857,6.279072785,0.572836332,0.926541927,0.987444609,0.827708084
"179",31.86074829,24.79597869,5.439339406,0.514808652,0.902567095,0.979113924,0.977287918
"180",32.87268066,20.89123477,5.890534018,0.530337942,0.892118863,0.975282486,0.814567039
"181",31.22674561,17.19071045,9.373007839,0.653983885,0.975300401,0.999316005,0.776160634
"182",24.31387329,4.783260188,7.860736926,0.849855072,0.96005239,0.992552471,0.41174518
"183",27.54173279,17.6190064,3.206962632,0.551306323,0.902106568,0.981793661,0.691130118
"184",41.25773621,24.92033362,7.969681796,0.596991291,0.950819672,0.990801577,0.920747048
"185",21.82977295,10.57929542,5.209660003,0.521164021,0.72962963,0.965686275,0.689994458
"186",29.79418945,4.805317805,7.438028008,0.889557135,0.94924154,0.984271022,0.344750122
"187",23.70126343,15.18024683,3.777148028,0.63060564,0.881706529,0.980589504,0.651620572
"188",25.07284546,16.29915528,3.861330242,0.522763578,0.826388889,0.9625,0.689421988
"189",34.8081665,18.06069607,11.98660475,0.655129274,0.960268949,0.988672121,0.863011394
"190",1.6,1.6,0,0.518478651,0.839628123,0.953166227,0.749311233
"191",15.76119995,7.303848218,3.987403731,0.647098516,0.69442433,0.955179283,0.628767091
"192",26.33166504,6.070336171,7.656934101,0.786814244,0.896873286,0.976119403,0.512628725
"193",33.39694214,25.44903841,5.636362806,0.522791024,0.955769231,0.992015968,1.007514341
"194",26.24937439,12.20938718,4.083308774,0.539379475,0.742810189,0.961702128,0.690256033
"195",35.89021301,25.0885353,4.87757077,0.459227468,0.880937302,0.965972222,0.994903494
"196",28.10256958,16.07090295,5.641049898,0.606495468,0.857905983,0.966305656,0.683004511
"197",34.05224609,22.44359943,6.605018447,0.539902585,0.932082794,0.987662783,0.880100329
"198",35.97554016,21.63397528,6.910458501,0.618796662,0.96771978,0.997169144,0.8537903
"199",28.334198,16.45827215,7.331253182,0.644504228,0.928057554,0.987632509,0.665223722
"200",29.76065063,21.6749565,4.61596586,0.540426908,0.907658881,0.980058651,0.783125762
"201",41.80029297,23.18019535,7.645639772,0.57654227,0.930547019,0.98247891,0.917857054
"202",30.45562744,22.10060233,5.073465945,0.513490486,0.908086389,0.984213391,0.845548644
"203",41.18762207,25.36562223,9.370608337,0.53253493,0.901351351,0.961095101,0.990085604
"204",33.32684326,23.92690759,6.092695651,0.492952905,0.901886792,0.965656566,0.948096596
"205",26.90164185,12.26345874,5.23409811,0.543735225,0.72327044,0.969441517,0.697259965
"206",37.1307373,24.57090572,5.660119659,0.482491707,0.901515152,0.961086637,0.984035843
"207",37.16427612,25.55410987,9.367406071,0.501779359,0.92519685,0.987394958,1.033129581
"208",35.77436829,18.89928381,11.87768961,0.66067088,0.961103253,0.992695398,0.853907634
"209",22.4485321,8.270504405,5.530809586,0.591289782,0.701789264,0.865085854,0.624695813
"210",32.91841125,15.9219806,11.57331685,0.531155995,0.887931034,0.966379984,0.885738615
