"","Acer_rubrum","Acer_saccharinum","Acer_saccharum","Aesculus_flava","Ailanthus_altissima","Amelanchier_arborea","Betula_nigra","Carpinus_caroliniana","Carya_spp","Cercis_canadensis","Cornus_florida","Fagus_grandifolia","Fraxinus_americana","Fraxinus_pennsylvanica","Juglans_nigra","Liriodendron_tulipifera","Nyssa_sylvatica","Ostrya_virginiana","Oxydendrum_arboreum","Pinus_rigida","Pinus_strobus","Platanus_occidentalis","Populus_grandidentata","Prunus_serotina","Quercus_alba","Quercus_coccinea","Quercus_imbricaria","Quercus_montana","Quercus_rubra","Quercus_velutina","Robinia_pseudoacacia","Sassafras_albidum","Tilia_americana","Ulmus_americana","Ulmus_rubra"
"56",149.569998989956,0,12.4641665824963,0,0,0,0,0,24.9283331649926,0,12.4641665824963,0,0,0,0,174.498332154948,0,0,62.3208329124815,0,0,49.8566663299852,0,37.3924997474889,12.4641665824963,0,0,37.3924997474889,0,12.4641665824963,0,12.4641665824963,24.9283331649926,0,0
"57",324.068331144904,0,0,0,0,0,0,0,0,0,0,24.9283331649926,24.9283331649926,0,0,12.4641665824963,24.9283331649926,0,0,286.675831397415,0,0,0,0,0,0,0,0,0,12.4641665824963,0,37.3924997474889,0,0,0
"58",74.7849994949778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.7849994949778,0,124.641665824963,0,0,0,0,0,24.9283331649926,49.8566663299852,0,12.4641665824963,24.9283331649926,0,0,0,0,0,0
"59",37.3924997474889,0,0,0,0,0,0,0,99.7133326599704,0,0,12.4641665824963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.354998484934,37.3924997474889,49.8566663299852,0,0,0,0,0
"60",49.8566663299852,0,0,0,0,0,0,0,8.30944438833087,0,0,8.30944438833087,0,0,0,24.9283331649926,8.30944438833087,8.30944438833087,8.30944438833087,0,0,0,0,0,0,0,0,8.30944438833087,16.6188887766617,0,0,0,0,0,0
"61",149.569998989956,0,49.8566663299852,0,0,0,0,0,12.4641665824963,0,0,87.2491660774741,0,0,0,0,12.4641665824963,0,0,0,0,0,0,0,0,24.9283331649926,0,249.283331649926,0,37.3924997474889,0,0,0,0,0
"62",37.3924997474889,24.9283331649926,0,174.498332154948,0,0,0,0,12.4641665824963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",37.3924997474889,0,0,0,0,0,0,0,149.569998989956,0,0,62.3208329124815,0,0,0,37.3924997474889,37.3924997474889,0,0,0,0,0,0,12.4641665824963,12.4641665824963,0,0,0,12.4641665824963,37.3924997474889,0,12.4641665824963,24.9283331649926,0,12.4641665824963
"64",112.177499242467,0,0,0,0,0,0,0,0,0,0,49.8566663299852,0,0,0,0,12.4641665824963,0,137.105832407459,0,0,0,0,0,49.8566663299852,24.9283331649926,0,62.3208329124815,0,12.4641665824963,0,12.4641665824963,0,0,0
"65",0,0,24.9283331649926,0,0,0,0,0,24.9283331649926,87.2491660774741,0,0,0,0,0,336.5324977274,0,0,0,0,0,0,0,37.3924997474889,0,0,0,0,12.4641665824963,0,0,0,0,24.9283331649926,62.3208329124815
"66",33.2377775533235,0,149.569998989956,0,0,0,0,0,16.6188887766617,0,0,8.30944438833087,16.6188887766617,0,0,0,0,0,0,0,0,0,0,0,8.30944438833087,0,0,41.5472219416544,16.6188887766617,0,0,0,0,0,16.6188887766617
"67",0,0,157.879443378287,33.2377775533235,0,0,0,0,0,0,0,16.6188887766617,0,0,0,16.6188887766617,8.30944438833087,8.30944438833087,0,0,0,0,0,0,41.5472219416544,0,0,0,16.6188887766617,0,0,0,8.30944438833087,0,0
"68",49.8566663299852,0,24.9283331649926,0,0,0,0,0,24.9283331649926,0,0,174.498332154948,24.9283331649926,0,0,24.9283331649926,0,0,0,0,0,0,0,0,0,12.4641665824963,12.4641665824963,0,24.9283331649926,0,0,0,0,0,0
"69",37.3924997474889,0,87.2491660774741,0,0,0,0,0,24.9283331649926,0,0,74.7849994949778,12.4641665824963,0,0,62.3208329124815,24.9283331649926,0,0,0,0,0,0,0,24.9283331649926,0,0,12.4641665824963,12.4641665824963,0,0,0,0,0,0
"70",199.426665319941,0,0,0,0,0,0,0,0,0,0,49.8566663299852,0,0,0,87.2491660774741,0,0,37.3924997474889,0,0,0,0,0,0,12.4641665824963,0,0,37.3924997474889,24.9283331649926,0,0,0,0,0
"71",24.9283331649926,0,236.81916506743,0,0,0,0,0,12.4641665824963,0,0,0,0,12.4641665824963,0,12.4641665824963,0,0,0,0,0,0,0,0,62.3208329124815,0,0,0,0,12.4641665824963,0,0,0,0,0
"72",199.426665319941,0,0,0,0,0,12.4641665824963,0,0,0,12.4641665824963,24.9283331649926,0,0,0,37.3924997474889,0,0,12.4641665824963,24.9283331649926,0,0,0,0,0,0,0,0,24.9283331649926,24.9283331649926,12.4641665824963,0,0,0,0
"73",74.7849994949778,0,74.7849994949778,12.4641665824963,0,0,0,0,62.3208329124815,0,0,74.7849994949778,12.4641665824963,0,0,0,24.9283331649926,0,12.4641665824963,0,0,0,0,0,12.4641665824963,0,0,0,24.9283331649926,0,12.4641665824963,0,0,0,12.4641665824963
"74",361.460830892393,0,0,0,0,0,0,0,12.4641665824963,0,12.4641665824963,0,0,0,0,0,12.4641665824963,0,24.9283331649926,324.068331144904,0,0,0,12.4641665824963,0,0,0,0,0,0,0,0,0,12.4641665824963,12.4641665824963
"75",174.498332154948,0,0,0,0,0,0,0,0,0,12.4641665824963,112.177499242467,0,0,0,0,37.3924997474889,0,24.9283331649926,0,0,0,0,0,74.7849994949778,0,0,0,12.4641665824963,62.3208329124815,0,0,0,0,0
"76",12.4641665824963,0,12.4641665824963,0,0,0,0,0,24.9283331649926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.498332154948,0,0,0,0,49.8566663299852,0,0,0,0,0
"77",74.7849994949778,0,49.8566663299852,0,0,0,0,0,24.9283331649926,0,0,112.177499242467,0,0,0,12.4641665824963,12.4641665824963,49.8566663299852,0,0,0,0,0,0,0,0,0,49.8566663299852,37.3924997474889,0,0,0,0,12.4641665824963,0
"78",62.3208329124815,0,0,0,0,0,0,0,0,0,0,37.3924997474889,12.4641665824963,0,0,847.563327609749,24.9283331649926,12.4641665824963,199.426665319941,0,0,12.4641665824963,0,12.4641665824963,0,0,0,12.4641665824963,0,0,0,0,0,0,0
"79",83.0944438833087,0,0,0,0,8.30944438833087,0,0,108.022777048301,0,8.30944438833087,0,0,0,0,0,24.9283331649926,8.30944438833087,0,0,0,0,0,0,99.7133326599704,24.9283331649926,0,49.8566663299852,0,16.6188887766617,8.30944438833087,0,0,0,0
"80",0,0,62.3208329124815,99.7133326599704,0,0,0,0,0,0,0,37.3924997474889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9283331649926,62.3208329124815,0,0,0,0,0,12.4641665824963
"81",236.81916506743,0,0,0,0,0,0,0,37.3924997474889,0,0,0,0,0,0,0,62.3208329124815,0,0,0,0,0,0,0,37.3924997474889,24.9283331649926,0,149.569998989956,0,0,0,0,0,0,0
"82",0,0,49.8566663299852,0,0,0,0,0,224.354998484934,0,0,0,49.8566663299852,0,0,0,0,0,0,0,0,0,0,0,12.4641665824963,0,0,87.2491660774741,37.3924997474889,12.4641665824963,0,0,0,0,0
"83",37.3924997474889,0,0,37.3924997474889,0,12.4641665824963,0,0,149.569998989956,12.4641665824963,24.9283331649926,62.3208329124815,12.4641665824963,0,0,24.9283331649926,0,0,0,0,0,0,0,0,12.4641665824963,0,0,0,12.4641665824963,37.3924997474889,0,0,0,0,0
"84",74.7849994949778,0,0,0,0,0,0,0,0,0,0,12.4641665824963,0,0,0,0,49.8566663299852,0,74.7849994949778,12.4641665824963,0,0,0,0,12.4641665824963,74.7849994949778,0,49.8566663299852,0,0,0,0,0,0,0
"85",99.7133326599704,0,12.4641665824963,0,0,0,0,0,0,0,0,0,0,0,0,12.4641665824963,62.3208329124815,0,49.8566663299852,0,0,0,0,0,49.8566663299852,0,0,12.4641665824963,0,0,0,12.4641665824963,0,0,0
"86",12.4641665824963,0,49.8566663299852,0,49.8566663299852,0,0,12.4641665824963,0,0,0,12.4641665824963,0,12.4641665824963,0,24.9283331649926,62.3208329124815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4641665824963,0,0
"87",186.962498737445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7133326599704,0,62.3208329124815,0,0,0,0,0,24.9283331649926,0,0,49.8566663299852,12.4641665824963,0,0,0,0,0,0
"88",74.7849994949778,0,24.9283331649926,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8566663299852,0,62.3208329124815,62.3208329124815,0,0,0,0,0,0,0,24.9283331649926,0,0,0,0,0,0,0
"89",37.3924997474889,0,49.8566663299852,0,0,0,0,0,37.3924997474889,0,0,24.9283331649926,0,0,0,49.8566663299852,124.641665824963,0,0,0,0,0,0,37.3924997474889,0,0,0,0,12.4641665824963,0,0,0,0,0,24.9283331649926
"90",58.1661107183161,0,141.260554601625,0,0,0,0,0,74.7849994949778,0,0,0,0,0,0,16.6188887766617,8.30944438833087,0,0,0,0,0,0,24.9283331649926,49.8566663299852,8.30944438833087,0,0,16.6188887766617,33.2377775533235,0,0,0,0,8.30944438833087
"91",162.034165572452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8566663299852,0,0,24.9283331649926,0,0,0,0,0,0,0,0,24.9283331649926,0,0,0,12.4641665824963,0,0,0
"92",124.641665824963,0,24.9283331649926,0,12.4641665824963,0,0,0,24.9283331649926,12.4641665824963,0,12.4641665824963,0,0,0,0,12.4641665824963,0,0,0,0,0,0,0,0,0,0,124.641665824963,0,0,0,0,0,0,12.4641665824963
"93",12.4641665824963,0,137.105832407459,0,0,0,0,0,24.9283331649926,0,12.4641665824963,24.9283331649926,12.4641665824963,0,0,12.4641665824963,24.9283331649926,0,0,0,0,0,0,0,124.641665824963,0,0,0,49.8566663299852,12.4641665824963,0,0,0,0,0
"94",99.7133326599704,0,0,0,0,8.30944438833087,0,0,0,0,0,0,0,0,0,0,174.498332154948,0,83.0944438833087,0,0,0,0,0,0,16.6188887766617,0,166.188887766617,8.30944438833087,24.9283331649926,0,16.6188887766617,0,0,0
"95",62.3208329124815,0,12.4641665824963,0,0,12.4641665824963,0,0,62.3208329124815,0,0,37.3924997474889,0,0,0,0,12.4641665824963,0,12.4641665824963,0,0,0,0,0,49.8566663299852,0,0,124.641665824963,0,37.3924997474889,0,0,0,0,0
"96",0,0,87.2491660774741,0,0,0,0,0,0,0,0,0,0,24.9283331649926,0,12.4641665824963,0,0,0,0,0,0,0,37.3924997474889,0,0,0,0,0,0,0,0,62.3208329124815,24.9283331649926,49.8566663299852
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3924997474889,0,0,0,0,0,0,0,0,0,0,87.2491660774741,0,12.4641665824963,0,0,0,0,0
"98",0,0,49.8566663299852,0,0,0,0,0,0,0,12.4641665824963,0,0,62.3208329124815,12.4641665824963,87.2491660774741,0,174.498332154948,0,0,0,0,0,12.4641665824963,0,0,0,0,0,37.3924997474889,12.4641665824963,0,0,24.9283331649926,12.4641665824963
"99",24.9283331649926,0,74.7849994949778,0,37.3924997474889,0,0,0,37.3924997474889,0,0,0,0,24.9283331649926,0,49.8566663299852,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4641665824963,0,12.4641665824963,0,0,12.4641665824963
"100",108.022777048301,0,16.6188887766617,0,0,0,0,0,0,0,0,0,0,0,0,58.1661107183161,33.2377775533235,0,0,0,0,0,0,0,0,0,0,66.475555106647,0,0,0,0,0,0,0
