"","Acer_negundo","Acer_rubrum","Acer_saccharinum","Acer_saccharum","Aesculus_flava","Ailanthus_altissima","Amelanchier_arborea","Asimina_triloba","Betula_nigra","Carpinus_caroliniana","Carya_spp","Castanea_dentata","Celtis_occidentalis","Cercis_canadensis","Cornus_alternifolia","Cornus_amomum","Cornus_florida","Corylus_americana","Crataegus_spp","Elaeagnus_umbellata","Fagus_grandifolia","Fraxinus_americana","Fraxinus_pennsylvanica","Hamamelis_virginiana","Hypericum_spathulatum","Juglans_nigra","Lindera_benzoin","Liriodendron_tulipifera","Lonicera_japonica","Lonicera_maackii","Nyssa_sylvatica","Ostrya_virginiana","Oxydendrum_arboreum","Parthenocissus_quinquefolia","Pinus_rigida","Pinus_strobus","Platanus_occidentalis","Populus_grandidentata","Prunus_serotina","Quercus_alba","Quercus_coccinea","Quercus_imbricaria","Quercus_montana","Quercus_rubra","Quercus_velutina","Rhus_copallinum","Rhus_glabra","Rhus_typhina","Robinia_pseudoacacia","Rosa_multiflora","Rubus_allegheniensis","Rubus_occidentalis","Sambucus_canadensis","Sassafras_albidum","Smilax_spp","Spiraea_tomentosa","Tilia_americana","Toxicodendron_radicans","Ulmus_americana","Ulmus_rubra","Vaccinium_spp","Viburnum_acerifolium","Viburnum_dentatum","Viburnum_prunifolium","Vitis_spp"
"39",0,24.9283331649926,0,301.822286628465,0,0,0,0,0,63.6619772367581,49.8566663299852,0,0,0,0,0,0,0,63.6619772367581,0,24.9283331649926,381.971863420549,254.647908947033,0,0,0,0,12.4641665824963,0,0,2799.78585409308,0,0,127.323954473516,0,0,0,0,0,0,0,0,0,0,76.1261438192544,0,0,0,0,63.6619772367581,0,0,0,0,509.295817894065,0,0,0,0,63.6619772367581,0,0,0,0,63.6619772367581
"40",0,37.3924997474889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.484263865223,0,0,0,0,0,0,62.3208329124815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4641665824963,0,0,0,0,0,0,0,0,0,0,0,190.985931710274,0,24.9283331649926,0,12.4641665824963,0,0,0,0,0,0
"41",190.985931710274,1692.6039079032,0,190.985931710274,0,0,127.323954473516,0,0,891.267681314614,1080.91246870061,0,0,267.112075529529,0,0,63.6619772367581,1018.59163578813,254.647908947033,0,190.985931710274,254.647908947033,63.6619772367581,0,0,0,700.281749604339,0,4329.01445209955,0,63.6619772367581,0,0,127.323954473516,0,451.39228561842,0,0,76.1261438192544,776.407893423594,0,0,0,776.407893423594,700.281749604339,0,0,0,0,636.619772367581,3119.43688460115,63.6619772367581,0,394.436030003045,1909.85931710274,0,0,445.633840657307,0,190.985931710274,63.6619772367581,572.957795130823,0,2801.12699841736,127.323954473516
"42",0,24.9283331649926,0,24.9283331649926,63.6619772367581,0,0,318.309886183791,0,1922.32348368524,137.105832407459,0,0,0,0,0,12.4641665824963,0,0,0,1602.67245317717,1973.5212943395,0,0,0,0,1273.23954473516,24.9283331649926,0,0,63.6619772367581,0,0,0,0,0,0,0,0,24.9283331649926,0,0,0,0,12.4641665824963,0,0,0,0,0,0,0,0,0,1209.5775674984,0,12.4641665824963,0,0,0,0,63.6619772367581,0,0,0
"43",0,1591.68072014029,0,0,0,0,424.413181578388,0,0,42.4413181578388,93.1920807040084,169.765272631355,0,0,0,0,0,0,0,0,457.650959131711,0,0,339.53054526271,0,0,0,42.4413181578388,0,0,627.416231763066,0,6866.29000096536,0,0,0,0,0,0,209.524302140641,245.444368342517,0,601.593802381889,42.4413181578388,212.206590789194,0,0,0,0,0,0,42.4413181578388,0,687.370534913751,3013.33358920655,0,0,0,0,0,1740.09404447139,933.708999472453,0,0,0
"44",0,24.9283331649926,0,355.70238593128,175.839476479225,0,0,1018.59163578813,0,0,0,0,0,0,0,0,0,0,0,0,990.981013974584,254.647908947033,0,572.957795130823,0,0,318.309886183791,0,0,0,152.252287638509,0,0,0,0,0,0,0,0,37.3924997474889,0,0,0,0,0,0,0,0,0,63.6619772367581,0,0,0,0,0,0,0,0,0,0,0,63.6619772367581,0,0,0
"45",0,762.602582516821,0,0,0,0,0,0,0,63.6619772367581,622.814461460809,0,0,445.633840657307,0,0,0,254.647908947033,0,127.323954473516,318.309886183791,954.929658551372,0,0,0,0,6939.15551880664,125.98281014924,63.6619772367581,0,483.026340404796,127.323954473516,76.1261438192544,0,0,0,0,0,0,139.788121056013,0,0,12.4641665824963,76.1261438192544,0,0,0,0,0,763.943726841098,63.6619772367581,0,0,254.647908947033,3947.042588679,0,0,0,0,445.633840657307,0,445.633840657307,0,0,0
"46",0,304.504575277018,0,12.4641665824963,0,0,63.6619772367581,0,0,0,215.914264875267,0,0,63.6619772367581,0,0,63.6619772367581,0,0,0,723.868938445055,267.112075529529,0,0,0,0,318.309886183791,0,0,0,469.221029498023,254.647908947033,63.6619772367581,0,0,0,0,0,0,12.4641665824963,12.4641665824963,0,112.177499242467,101.054476984247,101.054476984247,0,0,0,0,509.295817894065,0,0,0,254.647908947033,4647.32433828334,0,0,0,0,0,0,254.647908947033,0,0,0
"47",0,315.627597535237,0,12.4641665824963,139.788121056013,0,0,0,0,12.4641665824963,12.4641665824963,0,0,0,0,0,63.6619772367581,0,0,0,672.671127790794,636.619772367581,0,12.4641665824963,0,0,572.957795130823,24.9283331649926,0,0,37.3924997474889,127.323954473516,0,0,0,0,0,0,0,37.3924997474889,0,0,0,49.8566663299852,0,0,0,0,0,381.971863420549,0,0,0,0,445.633840657307,0,0,0,0,0,0,0,0,0,0
"48",12.4641665824963,1348.02454423014,0,521.759984476561,0,0,0,0,0,1527.8874536822,1285.70371131766,0,0,0,0,0,0,0,0,0,483.026340404796,1145.91559026165,0,0,0,0,2610.14106670708,225.69614280921,0,0,12.4641665824963,254.647908947033,63.6619772367581,318.309886183791,635.672495707312,0,0,0,12.4641665824963,381.971863420549,0,0,0,190.985931710274,0,0,0,0,0,0,254.647908947033,0,0,0,2737.4650211806,0,0,318.309886183791,0,12.4641665824963,0,0,0,0,63.6619772367581
"49",0,59.0602069345005,0,83.0944438833087,0,0,42.4413181578388,0,0,212.206590789194,16.6188887766617,0,0,0,0,0,16.6188887766617,0,0,0,658.865816884021,212.206590789194,0,212.206590789194,0,0,2249.38986236545,58.1661107183161,0,0,0,0,16.6188887766617,0,0,0,0,0,0,8.30944438833087,0,0,0,8.30944438833087,24.9283331649926,0,0,0,0,0,0,0,0,0,1103.47427210381,0,0,0,0,0,0,0,0,0,0
"50",0,290.699264370245,0,0,0,0,63.6619772367581,0,0,1527.8874536822,87.2491660774741,0,0,0,0,0,0,0,0,0,737.674249351828,254.647908947033,0,0,0,0,6175.21179196554,74.7849994949778,0,0,88.5903104017507,0,63.6619772367581,0,0,0,0,0,0,62.3208329124815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.605704077856,0,0,0,0,0,0,0,127.323954473516,0,0
"51",0,1219.35944543235,0,49.8566663299852,0,0,0,0,0,0,394.436030003045,0,0,0,0,0,0,0,0,0,698.940605280063,1527.8874536822,0,0,0,0,381.971863420549,138.446976731736,0,0,12.4641665824963,0,215.914264875267,0,0,0,0,0,0,163.375309896729,0,0,24.9283331649926,127.323954473516,24.9283331649926,0,0,0,0,63.6619772367581,0,127.323954473516,0,0,1400.56349920868,0,63.6619772367581,0,0,0,0,1464.22547644544,0,0,0
"52",0,0,12.4641665824963,12.4641665824963,49.8566663299852,0,0,2877.25314223661,0,0,12.4641665824963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.85931710274,211.890831902437,0,0,0,0,0,572.957795130823,0,0,12.4641665824963,0,0,0,0,0,0,0,0,0,0,0,0,6811.83156433312,0,0,0,0,0,0,0,827.605704077856,24.9283331649926,0,0,0,0,63.6619772367581,0
"53",0,238.160309391706,0,0,0,0,0,0,0,0,12.4641665824963,0,0,0,0,0,0,0,0,0,254.647908947033,0,0,0,0,0,0,12.4641665824963,0,0,355.70238593128,0,509.295817894065,0,0,0,0,0,0,12.4641665824963,12.4641665824963,0,149.569998989956,127.323954473516,76.1261438192544,0,0,0,0,0,0,0,0,12.4641665824963,11522.8178798532,0,0,0,0,0,0,0,0,0,0
"54",0,63.6619772367581,0,318.309886183791,0,0,0,2035.84212725198,786.189771357537,152.252287638509,0,0,0,0,0,0,254.647908947033,0,0,0,0,127.323954473516,0,0,0,0,127.323954473516,76.1261438192544,2419.15513499681,2228.16920328653,0,0,0,700.281749604339,0,0,404.217907936988,0,0,0,0,0,0,0,0,0,0,0,0,3501.4087480217,63.6619772367581,0,0,0,0,0,0,1082.25361302489,254.647908947033,0,0,0,0,0,63.6619772367581
"55",0,1082.25361302489,0,76.1261438192544,0,0,318.309886183791,0,190.985931710274,1655.21140815571,203.450098292771,0,0,0,0,0,254.647908947033,0,190.985931710274,0,597.886128295816,127.323954473516,63.6619772367581,1464.22547644544,0,0,0,127.323954473516,0,0,76.1261438192544,0,0,0,0,0,49.8566663299852,0,63.6619772367581,1360.48871081264,0,0,0,686.476438697567,0,572.957795130823,0,0,0,2100.84524881302,1718.87338539247,127.323954473516,254.647908947033,254.647908947033,445.633840657307,0,0,0,0,0,0,2164.50722604978,0,254.647908947033,127.323954473516
